iso3,year,anc1_coverage,anc4_coverage,contraception,hospital_beds_per1000,ifd_coverage,ldi_pc,sanitation,tfr,water,gdp_pc,sdi,hexp_pc,hexp_frac_ooc,universal_coverage,education
ARM,1979,NA,NA,NA,NA,NA,3891.9023,NA,2.446687438,NA,4049.3267,0.544286873,NA,NA,NA,9.309038205
ARM,1980,0.932745218,0.733666846,0.133767522,8.383373063,0.944141768,3939.6016,0.607947563,2.446954663,0.86777938,3999.5303,0.545805329,74.05565274,0.733812074,0.508823401,9.430570984
ARM,1981,0.932783664,0.733867172,0.13771943,8.491970901,0.943736361,3973.7549,0.619803266,2.466600984,0.871910335,3998.3455,0.546234315,77.27052195,0.729849692,0.511209672,9.555470447
ARM,1982,0.932296098,0.73256176,0.142378543,8.575873877,0.942594091,4012.8879,0.63227183,2.505372241,0.87558707,4091.1367,0.54603012,80.62495355,0.725850364,0.513557801,9.681244668
ARM,1983,0.931949354,0.731344469,0.147569346,8.649718441,0.941292771,4063.3789,0.645951944,2.556448644,0.8791002,4231.0674,0.545772693,84.12500616,0.721814396,0.516033335,9.809475467
ARM,1984,0.931918887,0.730761066,0.152777871,8.72220699,0.939995776,4106.7744,0.654203539,2.610472195,0.883413322,4245.6665,0.545469403,87.7770014,0.717742116,0.518446067,9.938202444
ARM,1971,NA,NA,NA,NA,NA,2901.7952,NA,3.051827378,NA,3344.2996,0.507534487,NA,NA,NA,8.534727141
ARM,1972,NA,NA,NA,NA,NA,3018.6162,NA,2.940268748,NA,3316.5254,0.512518399,NA,NA,NA,8.615512252
ARM,1973,NA,NA,NA,NA,NA,3181.9768,NA,2.827874727,NA,3694.8015,0.518621884,NA,NA,NA,8.692272117
ARM,1974,NA,NA,NA,NA,NA,3332.8284,NA,2.721122833,NA,3798.4436,0.524655348,NA,NA,NA,8.777542367
ARM,1975,NA,NA,NA,NA,NA,3448.6328,NA,2.634435093,NA,3753.2615,0.529482101,NA,NA,NA,8.868680957
ARM,1976,NA,NA,NA,NA,NA,3579.5762,NA,2.571168381,NA,3964.1133,0.533693637,NA,NA,NA,8.966217963
ARM,1977,NA,NA,NA,NA,NA,3700.7461,NA,2.516420199,NA,4045.3335,0.537532804,NA,NA,NA,9.073509246
ARM,1978,NA,NA,NA,NA,NA,3815.3616,NA,2.470089028,NA,4139.3721,0.541383327,NA,NA,NA,9.18640232
ARM,1970,NA,NA,NA,NA,NA,2756.6479,NA,3.162885122,NA,3266.3691,0.501931928,NA,NA,NA,8.46116713
AZE,1985,0.578228671,0.275952001,0.131624199,9.843201667,0.66868381,7315.1899,0.326825789,2.963045916,0.795740003,7573.5503,0.603686457,111.9298732,0.780085861,0.404173815,9.697984768
AZE,1986,0.582684958,0.280733959,0.136566022,9.867973722,0.675998803,7473.0146,0.339981037,2.918814525,0.804403091,8074.3286,0.605898809,118.3907687,0.778711573,0.406990867,9.793281435
AZE,1987,0.586175891,0.284600281,0.14123441,9.907010234,0.682774299,7620.1445,0.3530632,2.879735614,0.810144539,8138.1904,0.607848997,125.2246046,0.777331148,0.409536755,9.885416715
AZE,1984,0.575462283,0.272666968,0.126869498,9.837474962,0.663626323,7226.2559,0.315515209,3.00449391,0.789795647,7581.6724,0.601949094,105.8215657,0.781454009,0.401433533,9.594759797
AZE,1976,NA,NA,NA,NA,NA,5961.7412,NA,3.817633602,NA,6847.5195,0.561676536,NA,NA,NA,8.687369439
AZE,1977,NA,NA,NA,NA,NA,6240.1958,NA,3.679420261,NA,7045.4282,0.569526994,NA,NA,NA,8.806744284
AZE,1978,NA,NA,NA,NA,NA,6507.4575,NA,3.543709694,NA,7275.3379,0.576810395,NA,NA,NA,8.923921355
AZE,1979,NA,NA,NA,NA,NA,6688.1851,NA,3.415576827,NA,7072.0825,0.582810767,NA,NA,NA,9.038441686
AZE,1980,0.539714034,0.240726096,0.109369217,9.701962455,0.622427256,6804.0405,0.256848435,3.297952729,0.747512879,6963.8687,0.587991009,84.5447935,0.786865166,0.38724694,9.154941065
AZE,1981,0.552605959,0.251815521,0.113391761,9.741993072,0.637006574,6889.5518,0.276380144,3.195299001,0.760113848,6969.4302,0.592363753,89.42494804,0.785521595,0.391169101,9.26545114
AZE,1982,0.562979901,0.260769365,0.117645994,9.780556524,0.648579842,6988.0303,0.29391594,3.111533746,0.770230747,7196.2114,0.596301567,94.58679833,0.784171878,0.394797822,9.379054365
AZE,1983,0.570919118,0.267888181,0.122232118,9.815582973,0.657257642,7115.2622,0.306273685,3.049081562,0.779575754,7537.8447,0.599621974,100.0466046,0.782816015,0.398272164,9.487576589
AZE,1997,0.566964659,0.272855365,0.136935454,9.457162076,0.713978003,4557.9053,0.414808702,1.968378395,0.822559765,3120.8779,0.608546883,146.3733673,0.70112442,0.405473539,10.5507312
AZE,1998,0.578478163,0.27993828,0.125448903,9.16084228,0.720532766,4111.603,0.416902061,1.889467822,0.815210449,3248.3555,0.605876032,150.9827881,0.765113449,0.409203303,10.59416273
AZE,1999,0.594725281,0.290145955,0.117736757,8.888991055,0.727038411,3805.5647,0.44048066,1.834362391,0.808217333,3509.4988,0.60374163,159.8516235,0.741768417,0.4129675,10.63400372
AZE,2000,0.616094291,0.304287944,0.113593402,8.676612186,0.733848512,3652.0383,0.472741834,1.801489586,0.804768285,3847.8303,0.602771874,151.4200439,0.730353775,0.416766446,10.67149896
AZE,1988,0.58925537,0.288267253,0.145280431,9.979863851,0.68939863,7786.1743,0.361640486,2.84912698,0.815713532,8351.416,0.609495122,132.4529081,0.77594459,0.411994073,9.97021718
AZE,1989,0.592201222,0.292120914,0.148443414,10.07965731,0.696536398,7962.2681,0.36754965,2.819523165,0.823850148,8514.376,0.610929339,140.0984488,0.774551902,0.414389351,10.05044531
AZE,1990,0.594081867,0.294998019,0.150134464,10.16605961,0.703096943,8014.6206,0.377991379,2.770981984,0.82990962,7978.0313,0.611872676,148.1853109,0.773153088,0.416230221,10.12707436
AZE,1991,0.600758868,0.301815662,0.152605054,10.30733598,0.713577509,8115.2163,0.390874607,2.68264595,0.836327859,8344.7773,0.614279321,156.7389685,0.771748152,0.41254241,10.19688531
AZE,1992,0.600463702,0.302059001,0.153642124,10.3608255,0.717889404,7799.4653,0.39880599,2.545637303,0.839363271,6192.4116,0.615461442,165.7863664,0.7703371,0.408887377,10.26660067
AZE,1993,0.595700074,0.29819129,0.152789893,10.33624348,0.718829666,7256.2949,0.403573891,2.407962226,0.840172223,4841.2222,0.616275945,175.3560047,0.768919937,0.405264831,10.33107676
AZE,1994,0.585374946,0.289262801,0.149119177,10.20797562,0.71556809,6556.8916,0.408072653,2.295423837,0.838381139,3712.2773,0.615679738,185.4780284,0.767496668,0.401674482,10.3929289
AZE,1995,0.56987368,0.276067602,0.148265584,9.998443978,0.708440298,5795.752,0.409890221,2.183618572,0.836058771,2985.7932,0.613502467,157.844635,0.705222244,0.398116043,10.45079233
AZE,1996,0.564584967,0.271542961,0.145206777,9.741870634,0.709188028,5118.6089,0.412894962,2.070512528,0.829171507,2988.9966,0.611061182,165.056488,0.701031723,0.40177789,10.50199881
AZE,1970,NA,NA,NA,NA,NA,4175.8491,NA,4.499530625,NA,5239.2529,0.514303291,NA,NA,NA,8.015865773
AZE,1971,NA,NA,NA,NA,NA,4477.9839,NA,4.402586688,NA,5414.8232,0.521995785,NA,NA,NA,8.110462541
AZE,1972,NA,NA,NA,NA,NA,4722.7769,NA,4.304534928,NA,5361.3828,0.529089259,NA,NA,NA,8.222054004
AZE,1973,NA,NA,NA,NA,NA,5075.6025,NA,4.202965484,NA,6206.4214,0.537348616,NA,NA,NA,8.335655805
AZE,1974,NA,NA,NA,NA,NA,5407.6826,NA,4.087932892,NA,6449.6079,0.545568222,NA,NA,NA,8.454420554
AZE,1975,NA,NA,NA,NA,NA,5665.042,NA,3.956192896,NA,6354.7456,0.553381013,NA,NA,NA,8.570663332
AZE,2016,0.926495015,0.743960972,0.189029174,5.263265513,0.940765407,15666.556,0.893505157,1.944046478,0.930113036,16039.448,0.697910413,797.3482666,0.737261276,0.565091728,11.32942365
AZE,2017,0.928055964,0.74857297,0.192014572,5.495842189,0.94251939,15918.772,0.893505157,1.906019315,0.930113036,16348.643,0.702426409,797.3482666,0.737261276,0.575841746,11.3797323
AZE,2018,0.930914455,0.755565677,0.195340683,5.760207298,0.944989861,16093.474,0.898916012,1.874460945,0.932925204,16748.844,0.706462148,814.1947655,0.735974337,0.579192917,11.43136446
AZE,2019,0.933131263,0.761079588,0.198040429,6.045848322,0.946899131,16313.371,0.903079027,1.859343121,0.935104939,17284.818,0.709699783,827.9666733,0.734938984,0.581876112,11.48535245
AZE,2006,0.812744286,0.502755979,0.086950724,8.093289928,0.822492788,5625.3179,0.77323595,1.981608588,0.822705993,9099.5957,0.628384978,519.289978,0.815931168,0.445113412,10.87283038
AZE,2007,0.840576471,0.548091574,0.093959347,7.90379013,0.848411501,6848.6777,0.814495138,2.015462208,0.841590865,11538.879,0.639782383,535.5287476,0.754388733,0.459309963,10.90955233
AZE,2008,0.860663156,0.585921053,0.102339343,7.509240056,0.868788308,8223.7207,0.842999411,2.039977843,0.857916448,13214.94,0.650180984,513.8776855,0.749221115,0.473960083,10.94784765
AZE,2009,0.874827625,0.616111573,0.112208659,6.889634318,0.884063024,9513.373,0.863591487,2.045383577,0.870579212,13741.939,0.659242632,696.2111816,0.71776825,0.489078286,10.98910071
AZE,2010,0.886193249,0.642396376,0.123427641,6.185086319,0.896897054,10848.657,0.880114088,2.045329448,0.88199496,15016.163,0.667719777,671.1678467,0.725318375,0.504679553,11.03277598
AZE,2011,0.895663402,0.665465273,0.133939474,5.564787148,0.907649129,12110.98,0.890619718,2.046964834,0.89325649,15731.712,0.674497063,634.4105225,0.729002686,0.514279665,11.07816288
AZE,2012,0.903503252,0.685345146,0.145702016,5.156496174,0.916545225,13165.627,0.900310529,2.043375682,0.901391825,15747.799,0.679809223,691.928894,0.72033699,0.524062504,11.12614079
AZE,2013,0.910930955,0.704203648,0.158111276,4.97881194,0.924712599,14081.547,0.900179183,2.031646684,0.907954977,16118.469,0.68462608,751.560791,0.741021042,0.534031549,11.17598036
AZE,2001,0.639752368,0.320884375,0.112369021,8.519350759,0.736573942,3628.3074,0.514220112,1.791210893,0.801592451,4148.6855,0.603094137,157.1877899,0.727296524,0.419644358,10.70483705
AZE,2002,0.67200541,0.345751316,0.104407838,8.41182813,0.744247162,3728.5776,0.566559016,1.809135568,0.803088107,4411.0806,0.604843299,168.9042053,0.742324066,0.422542168,10.73877294
AZE,2003,0.707527415,0.376890976,0.095578542,8.33613902,0.756414947,3931.814,0.618935856,1.853599098,0.803321054,4799.2607,0.607390493,286.6378174,0.828950806,0.425460013,10.77140687
AZE,2004,0.741853756,0.411288975,0.089979735,8.246002656,0.771219388,4211.3701,0.667168591,1.905242306,0.806251753,5214.8257,0.610760576,381.9736328,0.833291245,0.428398031,10.80449358
AZE,2005,0.777282384,0.452786981,0.086137679,8.175078409,0.793725485,4734.3618,0.718567641,1.947791563,0.812576825,6703.9741,0.617798264,495.075592,0.85290657,0.431356364,10.83872057
AZE,2014,0.917456536,0.720693165,0.169497101,4.973960091,0.931553693,14798.119,0.900532679,2.013455776,0.916566901,16153.976,0.688920732,770.9227905,0.739045181,0.544190347,11.22704361
AZE,2015,0.922804597,0.734268729,0.180149544,5.082609842,0.936981625,15344.376,0.900088036,1.983993632,0.924315384,16311.157,0.693367782,797.3482666,0.737261276,0.554542513,11.27888544
GEO,2002,0.944582061,0.744756128,0.143674419,4.345566751,0.96114596,3010.3596,0.899618007,1.456991858,0.893017251,3464.6646,0.625710779,259.9649658,0.800890732,0.543845166,11.80929969
GEO,2003,0.953457797,0.761406489,0.149147211,4.14821917,0.96954732,3208.636,0.927520786,1.528651198,0.898746537,3893.8779,0.630530212,296.1374207,0.829967117,0.545754141,11.87003616
GEO,2000,0.925555163,0.728500362,0.129649111,4.877571694,0.94110599,2874.5642,0.85114902,1.339662001,0.889193255,3080.9521,0.623125781,207.3433838,0.823338013,0.540047319,11.69290346
GEO,2001,0.935140904,0.73408189,0.134999116,4.58426752,0.95089802,2890.7908,0.876045369,1.390901658,0.890107745,3247.0291,0.623085208,225.4729919,0.787637253,0.5419429,11.74969419
GEO,2006,0.975879753,0.845304319,0.169257991,3.592377049,0.987285588,4031.9531,0.999,1.727456174,0.917363666,5210.0381,0.643419607,397.2841797,0.74596405,0.553308699,12.04657714
GEO,2007,0.979753618,0.866552025,0.178555685,3.425906051,0.989424668,4452.7314,0.999,1.82338462,0.922910867,5968.7983,0.64802247,414.0879211,0.770733185,0.557050248,12.10370894
GEO,2004,0.961904572,0.784936585,0.155905817,3.956277789,0.976511974,3432.4121,0.957014919,1.599778469,0.904111626,4188.7935,0.635245559,323.664093,0.821571426,0.547669847,11.931737
GEO,2005,0.970029869,0.8166861,0.163209297,3.772007062,0.983072834,3701.6477,0.98467791,1.657640376,0.911434691,4640.9233,0.639413675,375.9950256,0.77740509,0.549592309,11.99068219
GEO,1970,NA,NA,NA,NA,NA,5391.9287,NA,2.541737367,NA,6274.8613,0.57795974,NA,NA,NA,8.878327336
GEO,1971,NA,NA,NA,NA,NA,5644.168,NA,2.484486055,NA,6409.6401,0.583479787,NA,NA,NA,8.968276597
GEO,1972,NA,NA,NA,NA,NA,5847.7915,NA,2.430251363,NA,6366.0229,0.588466813,NA,NA,NA,9.06632642
GEO,1973,NA,NA,NA,NA,NA,6128.5801,NA,2.376109952,NA,7004.4531,0.5946076,NA,NA,NA,9.167380365
GEO,1974,NA,NA,NA,NA,NA,6386.9639,NA,2.350283437,NA,7180.876,0.599459618,NA,NA,NA,9.27102247
GEO,1975,NA,NA,NA,NA,NA,6586.0859,NA,2.336998011,NA,7109.5464,0.602412574,NA,NA,NA,9.377394002
GEO,1976,NA,NA,NA,NA,NA,6809.6079,NA,2.287057154,NA,7463.9341,0.606190677,NA,NA,NA,9.482739087
GEO,1977,NA,NA,NA,NA,NA,7016.2422,NA,2.220012908,NA,7602.6216,0.610858449,NA,NA,NA,9.591628493
GEO,1978,NA,NA,NA,NA,NA,7211.4316,NA,2.177118573,NA,7762.3843,0.614921474,NA,NA,NA,9.701500851
GEO,1979,NA,NA,NA,NA,NA,7343.3359,NA,2.16781151,NA,7618.1807,0.616797212,NA,NA,NA,9.813773776
GEO,1980,0.891947362,0.651330065,0.17368798,5.564726716,0.897352589,7427.1655,0.783639559,2.171432707,0.894017083,7540.3164,0.617732538,84.71074605,0.894615978,0.466896968,9.928434567
GEO,2008,0.982034101,0.880917344,0.18742404,3.274141,0.990095929,4877.7148,0.999,1.91830771,0.928135685,6301.2388,0.652067926,467.3554382,0.707036819,0.560817128,12.16411543
GEO,2009,0.983370783,0.88981056,0.195913848,3.131627474,0.990060637,5244.0894,0.999,1.98686121,0.930797963,6315.9092,0.655794036,540.355896,0.701917343,0.564609509,12.22821589
GEO,1996,0.883015201,0.700051287,0.15438729,6.379679046,0.90467239,3988.2522,0.841694283,1.37310838,0.916112829,2598.4189,0.637115592,187.8110199,0.882144775,0.522368197,11.44584444
GEO,1997,0.887474888,0.700440517,0.143789014,5.989731735,0.909472932,3541.3604,0.832976423,1.325707134,0.908526396,2875.7349,0.633548799,222.7251129,0.810603104,0.52673291,11.51058552
GEO,1998,0.898590623,0.707501156,0.132653249,5.59723632,0.918524754,3203.9333,0.821252762,1.305782851,0.899517833,2931.0112,0.629729401,186.3566589,0.814440231,0.53113413,11.57275753
GEO,1999,0.912336175,0.717761611,0.12750235,5.222605056,0.929162369,2982.2576,0.832402587,1.314369222,0.892912666,3012.1807,0.625748093,184.703064,0.813230743,0.535572163,11.63410521
GEO,2013,0.985425492,0.904372351,0.22644631,2.970716698,0.989412209,6973.7373,0.999,2.150364408,0.946474714,8338.6846,0.676211371,642.0753784,0.628463249,0.577975853,12.4800173
GEO,2014,0.985140427,0.904078054,0.233501067,3.047373758,0.988934829,7422.0693,0.999,2.160886748,0.95077598,8770.3652,0.682005159,672.5411377,0.619057083,0.581195186,12.53825988
GEO,2015,0.984943402,0.904132959,0.239747249,3.144803636,0.988521729,7829.0967,0.999,2.132930663,0.956134081,9001.3467,0.68851193,681.6717529,0.619397545,0.584432986,12.59641878
GEO,2016,0.984904989,0.904848259,0.246635501,3.254813177,0.988241012,8197.7363,0.999,2.07280504,0.962015579,9226.2578,0.695164158,681.6717529,0.619397545,0.58768936,12.65444756
GEO,2017,0.985044158,0.906182914,0.247873946,3.3733168,0.988101031,8540.6357,0.999,2.008160303,0.962015579,9486.3027,0.70140679,681.6717529,0.619397545,0.590964419,12.71321653
GEO,2018,0.985926595,0.910597673,0.253534352,3.496830571,0.988850939,8876.248,0.999078946,1.95446304,0.964230399,9750.9961,0.707116484,702.1370384,0.617182693,0.595653157,12.77188407
GEO,2019,0.986599614,0.914015112,0.258153372,3.619420445,0.989420603,9207.958,0.999137959,1.92408906,0.965922773,10066.351,0.711713603,719.0601447,0.615395874,0.599415656,12.83081552
GEO,1993,0.904897936,0.73476586,0.179374137,7.174652097,0.918624284,6233.2256,0.879478302,1.534137526,0.941000299,2347.1934,0.654374533,174.0444122,0.837964664,0.506372453,11.23031075
GEO,1981,0.893923072,0.656836899,0.176134111,5.632366713,0.898983287,7488.4829,0.79351219,2.168500633,0.898469222,7543.041,0.619344436,89.53524217,0.89096719,0.469242765,10.04246743
GEO,1982,0.895327816,0.66134228,0.17863761,5.711161599,0.899955598,7558.0352,0.805602419,2.158414643,0.903593798,7701.6777,0.622145708,94.63450583,0.887207994,0.471423465,10.15841643
GEO,2010,0.984549111,0.89690034,0.204434471,3.027143459,0.990015015,5634.2466,0.999,2.032113064,0.934848013,6777.0884,0.660657312,580.9488525,0.706467743,0.568427566,12.29349979
GEO,2011,0.98545566,0.902362101,0.210919364,2.959263451,0.990098963,6067.4771,0.999,2.071319117,0.938114632,7383.5996,0.666057497,589.5706177,0.654230347,0.57159215,12.35823749
GEO,2012,0.985665969,0.904423011,0.218635763,2.937843164,0.989893919,6523.0776,0.999,2.114005469,0.942426324,7920.2969,0.671193746,603.8096924,0.656461563,0.574774876,12.42048985
GEO,1986,0.900064994,0.684649138,0.186870934,6.206587309,0.905058865,7891.52,0.8443084,2.123530839,0.920299844,8301.0391,0.630811784,118.1058862,0.871023068,0.479450539,10.602635
GEO,1987,0.901868221,0.693109789,0.188996186,6.386493775,0.907540886,7991.5166,0.847583124,2.070623074,0.922718783,8343.5488,0.63521361,124.8323219,0.86667914,0.481671177,10.70580435
GEO,1988,0.901811517,0.698870785,0.191022678,6.59293578,0.908714342,8103.8745,0.85746832,2.014073247,0.927410251,8485.6328,0.640276814,131.9418456,0.862212053,0.484080723,10.8043998
GEO,1989,0.902284956,0.706112694,0.192695866,6.82139469,0.910671725,8222.6904,0.868056842,1.957574418,0.932719298,8593.4805,0.644762085,139.456275,0.857619879,0.486715271,10.9005231
GEO,1990,0.905061417,0.717978444,0.193405162,7.049383158,0.91490349,8258.7441,0.877964404,1.870399713,0.939133753,8235.8154,0.64941409,147.3986706,0.852900769,0.489363581,10.9901307
GEO,1991,0.909432848,0.732653025,0.191889746,7.223724024,0.920238838,8012.8208,0.884799155,1.740414043,0.944437026,6754.4858,0.654733559,155.7934062,0.848052959,0.494968604,11.07280395
GEO,1992,0.909025828,0.737602075,0.186888615,7.248697813,0.921074501,7189.7705,0.88581628,1.617511128,0.944559378,3501.4409,0.656404381,164.6662437,0.843074779,0.500637981,11.15323041
GEO,1984,0.894800714,0.665835362,0.182904702,5.916449201,0.899047953,7722.8691,0.830383656,2.157973405,0.911098805,7967.3438,0.626994809,105.7208219,0.879349494,0.475507371,10.38643498
GEO,1994,0.89681737,0.723926672,0.169476372,7.010328954,0.913113705,5345.7134,0.862647512,1.473749481,0.932451874,2167.792,0.649242391,183.9566917,0.83272116,0.51217277,11.30661448
GEO,1995,0.887532673,0.709402864,0.162201686,6.747984186,0.906798697,4589.2495,0.846928587,1.422886833,0.925259593,2308.6016,0.642663369,119.386528,0.904327393,0.51803969,11.37886222
GEO,1983,0.895446356,0.66384048,0.180924203,5.806694734,0.899679332,7646.271,0.820343523,2.152031883,0.907584647,7938.002,0.625284724,100.0241857,0.883336162,0.473530753,10.27218259
GEO,1985,0.896741351,0.673692657,0.184783116,6.046112402,0.901278089,7784.0337,0.837270804,2.154494337,0.915145946,7961.1123,0.628030286,111.7418961,0.875245834,0.477341527,10.49735923
KAZ,1991,0.947694047,0.849422183,0.335965189,12.25081892,0.985208266,11788.706,0.387109782,2.615620063,0.884297212,10964.401,0.61487179,290.6658423,0.404414005,0.516478092,9.608070734
KAZ,1984,0.965361881,0.860980521,0.297424298,9.729977777,0.986669971,11240.274,0.314440574,3.172038964,0.840042722,11556.73,0.594394966,219.9453111,0.398654807,0.506605348,8.957279402
KAZ,1985,0.965598159,0.864786666,0.302038086,10.01234327,0.98717024,11320.566,0.319036221,3.151170938,0.84454428,11553.21,0.59559429,228.8820578,0.399475875,0.508966395,9.067884078
KAZ,1986,0.965405851,0.86791441,0.307544969,10.34260433,0.987563145,11457.917,0.326649362,3.073049859,0.849349393,11977.406,0.598652178,238.1819195,0.400297508,0.511679728,9.172316138
KAZ,1987,0.964296428,0.868990475,0.313517783,10.7121126,0.987675236,11585.91,0.338876055,2.978802111,0.854658014,12034.011,0.602820918,247.8596502,0.401119702,0.514725623,9.269790028
KAZ,1988,0.9621703,0.867912251,0.320102188,11.11816398,0.987516164,11728.996,0.351482121,2.893756842,0.861632556,12213.051,0.606955466,257.9306033,0.401942453,0.518155847,9.360618418
KAZ,1989,0.959055146,0.86506462,0.327060458,11.55009649,0.987166002,11879.907,0.359753241,2.800744944,0.870182388,12349.728,0.610433257,268.4107561,0.402765757,0.521912357,9.448189273
KAZ,1990,0.955326398,0.861311572,0.332958344,11.94902278,0.98674151,11928.799,0.374183053,2.708053294,0.877194758,11913.402,0.612944139,279.3167351,0.403589609,0.52565019,9.530948076
KAZ,2003,0.971599453,0.818252547,0.373122513,7.400567031,0.990176785,9151.7256,0.862209418,2.054353456,0.968693193,11417.656,0.666908392,406.2450867,0.448414726,0.501137274,10.45645841
KAZ,1992,0.939461931,0.836881261,0.338088028,12.42905419,0.983614043,11622.682,0.404546793,2.494045197,0.892957362,10816.535,0.619213051,302.4760827,0.405238941,0.507466068,9.682045851
KAZ,1993,0.931730674,0.825326168,0.339281294,12.33056842,0.982156508,11163.376,0.419428903,2.382868348,0.900222787,9163.2764,0.625591075,314.7661931,0.406064413,0.498611324,9.75410683
KAZ,1980,0.961121269,0.838954599,0.279986497,8.938448591,0.983629482,10854.086,0.279157355,3.150482976,0.81743005,11009.256,0.585002684,187.5540911,0.395376274,0.494962572,8.500633229
KAZ,1981,0.962644431,0.845533954,0.285013009,9.085790976,0.98456649,10935.381,0.292202147,3.07281276,0.824097832,11016.874,0.588941689,195.1747282,0.396195038,0.498547791,8.617682412
KAZ,1982,0.96390444,0.851477785,0.289190142,9.26388092,0.985381164,11026.665,0.29815426,3.070630009,0.830285318,11218.599,0.591979887,203.1050046,0.397014384,0.501508297,8.731623269
KAZ,1983,0.964804021,0.856570792,0.293225099,9.479905692,0.986072115,11140.753,0.304481981,3.132506062,0.835104743,11516.135,0.593491802,211.3575015,0.397834309,0.50414523,8.843542819
KAZ,1996,0.936179378,0.824710307,0.350951366,10.12085745,0.983165413,9289.1064,0.464828846,2.035888386,0.919503795,7495.3384,0.64408333,311.5880432,0.359179077,0.483774788,9.977390722
KAZ,1997,0.941811764,0.824971782,0.36083483,9.103970693,0.98404654,8807.9746,0.490719898,1.986413435,0.927969643,7592.9883,0.646437108,340.2156067,0.352102776,0.486199061,10.04853243
KAZ,1998,0.946552549,0.820512965,0.370370986,8.2440538,0.98457943,8381.7041,0.523061704,1.97053936,0.936519053,7450.6289,0.648052064,345.6203613,0.354562073,0.488635625,10.11791901
KAZ,1999,0.951288091,0.813825184,0.378522132,7.619936909,0.985236044,8080.2007,0.58348035,1.953907646,0.946594818,7660.6152,0.650072254,322.315979,0.468989944,0.491084543,10.18815407
KAZ,2000,0.956489069,0.808992254,0.377486576,7.264191261,0.986230569,8023.4023,0.655290865,1.927816353,0.956242194,8537.5723,0.653536731,342.4537964,0.482614555,0.493545879,10.25740161
KAZ,2001,0.962311499,0.81023713,0.376895075,7.148329021,0.98766958,8216.4883,0.734799226,1.919041178,0.962594861,9574.3506,0.658279376,319.8498535,0.426091576,0.496063448,10.32460865
KAZ,2002,0.967151292,0.813268079,0.375813378,7.21924908,0.988955954,8591.2773,0.806599052,1.961938076,0.967639362,10434.722,0.662703064,363.0411072,0.458282661,0.498593891,10.39017888
KAZ,1973,NA,NA,NA,NA,NA,9181.458,NA,3.742417736,NA,10308.89,0.547818738,NA,NA,NA,7.652712546
KAZ,2004,0.975759097,0.825564973,0.370247727,7.583577069,0.99130496,9871.0234,0.908763543,2.162861847,0.969153967,12516.772,0.671621195,476.4267883,0.413373299,0.503693664,10.52606011
KAZ,2005,0.979408279,0.834122558,0.367440953,7.711418088,0.99219274,10738.97,0.939020707,2.27189721,0.967839109,13779.844,0.676707192,540.659729,0.374435883,0.506263127,10.59784744
KAZ,2006,0.983094052,0.846584125,0.366542333,7.77427699,0.992982896,11796.008,0.957040829,2.387575601,0.965050159,15459.763,0.681491215,552.7879639,0.374625053,0.516703986,10.67068171
KAZ,1994,0.928363028,0.819663905,0.340213653,11.90888612,0.981603638,10546.565,0.431429735,2.278900072,0.905551024,8061.7207,0.632691034,327.5556712,0.406890415,0.489911115,9.828831683
KAZ,1995,0.929878153,0.819784153,0.340690858,11.12566764,0.981974983,9869.4873,0.444509394,2.144291148,0.91125587,7380.7427,0.63934851,326.1547852,0.355114555,0.481362743,9.903904088
KAZ,2009,0.990621867,0.889484754,0.347323488,7.526339046,0.99374146,15021.099,0.959623786,2.530605799,0.965243884,17343.135,0.6992163,672.4623413,0.35326664,0.549336497,10.9005856
KAZ,2010,0.991962836,0.903828471,0.345321576,7.351675473,0.993404099,16040.599,0.957045709,2.555189843,0.966567313,18974.447,0.70337162,777.2889404,0.423278999,0.560665758,10.98129436
KAZ,2011,0.993019389,0.912774482,0.353715628,7.199715544,0.992949902,17227.209,0.954277224,2.606427139,0.967574818,20937.246,0.705855416,774.871521,0.434541016,0.569708247,11.06288427
KAZ,2012,0.993998655,0.922332518,0.363925362,7.078012812,0.992570696,18311.998,0.953832317,2.668566448,0.970267589,21513.512,0.707397154,851.2603149,0.437099457,0.578896876,11.14424412
KAZ,1970,NA,NA,NA,NA,NA,8218.1533,NA,3.859592667,NA,9373.4365,0.530135406,NA,NA,NA,7.328068342
KAZ,1971,NA,NA,NA,NA,NA,8549.3369,NA,3.826539667,NA,9549.0244,0.535699545,NA,NA,NA,7.424569293
KAZ,1972,NA,NA,NA,NA,NA,8817.377,NA,3.793908043,NA,9497.5518,0.541309614,NA,NA,NA,7.536980883
KAZ,2015,0.996228203,0.947962185,0.399193596,7.138965619,0.992711698,21110.178,0.95267252,2.567211982,0.977916918,23149.316,0.721749657,906.7677612,0.45746151,0.607363462,11.38013411
KAZ,1974,NA,NA,NA,NA,NA,9515.0225,NA,3.662792793,NA,10534.438,0.554423025,NA,NA,NA,7.773029456
KAZ,1975,NA,NA,NA,NA,NA,9772.8457,NA,3.580522865,NA,10449.367,0.560305888,NA,NA,NA,7.898015377
KAZ,1976,NA,NA,NA,NA,NA,10059.91,NA,3.509850758,NA,10896.735,0.565695953,NA,NA,NA,8.021123811
KAZ,2007,0.986237292,0.860012093,0.35840574,7.76601196,0.993467418,12967.673,0.960721645,2.482908058,0.965173542,16886.646,0.686602693,512.0994873,0.432888985,0.527360191,10.74472706
